economy,current_account_gdp,fdi_net_inflows_gdp,external_debt_gni,total_reserves,inflation,gdp_growth,year
BGD,-3.78969259910934,0.414118154040593,20.8766117836117,46165532457.1555,5.54565430773473,6.93867912442445,2021
BGD,-3.13772027380242,0.347960024540439,20.2659753173734,33747202271.7021,7.69695437176898,7.09982877575158,2022
BGD,1.00306769537462,0.339361232770537,22.285488486933,21859709190.8892,9.8835030377921,5.77511237007889,2023
BRA,-3.5183920728161,3.59214973121732,30.7299282835538,356464980327.488,9.02990102416136,-3.54576339347278,2015
BRA,-1.70011360207642,4.13737853830264,30.9090873467642,364984039092.456,8.73914352329393,-3.2759169063211,2016
BRA,-1.22429942889483,3.33826028420938,26.8156664558868,373955518686.487,3.44637335032669,1.32286905390815,2017
BRA,-2.80752036371842,4.07858861807831,29.9289604206331,374709673447.828,3.66485028376729,1.78366676137003,2018
BRA,-3.41429111497121,3.69267330426814,31.1964144613097,356886386911.979,3.73297621216894,1.22077782271943,2019
BRA,-1.64103535066212,2.59263784624068,38.0076646022397,355614251456.14,3.21176803803376,-3.27675879612903,2020
BRA,-2.35822088025659,2.77979074096507,35.2910131878973,362210079181.317,8.30165975585673,4.7626043797061,2021
BRA,-2.14967710619443,3.86803201499441,30.5621181630478,324673449781.4,9.28010608956873,3.01669435408112,2022
BRA,-1.23558182662996,2.86383330702497,28.628650184641,355021395541.562,4.59356282283204,3.24165532813583,2023
CAN,-3.51398716666024,3.85389453706152,,79753521149.8993,1.12524136094277,0.649971001734855,2015
CAN,-3.093111446907,2.23835012140903,,82718110857.6299,1.42875954701085,1.03855092490855,2016
CAN,-2.8034274767599,1.53752071953934,,86677706696.7064,1.59688412852977,3.03383491200222,2017
CAN,-2.38507161087906,2.46931207254863,,83925602808.0082,2.26822567248103,2.74296344906655,2018
CAN,-1.95170274818579,2.80676687017653,,85297110783.6887,1.94926902411593,1.90843194590616,2019
CAN,-2.01049352658992,1.75897085668576,,90428136419.3486,0.716999632307827,-5.03823343468899,2020
CAN,-0.0219632282728957,2.97618288160973,,106615119570.101,3.39519318527528,5.95052802804381,2021
CAN,-0.288416485092606,2.31755804932899,,106952377364.743,6.80280115341613,4.18903628100851,2022
CAN,-0.633319898544557,2.01979850018061,,117550899244.64,3.87900159788426,1.52874550838358,2023
CHN,2.59752794949746,2.14957284731563,11.8789197021152,3405253363888.14,1.43702380935655,6.97878002657477,2015
CHN,1.67018709565351,1.52539470315394,12.4023168814925,3097658421378.4,2.00000182191943,6.77555562837017,2016
CHN,1.50488723669315,1.32468971748482,13.6631367045646,3235681607213.04,1.59313600071436,6.8912663621211,2017
